instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,total_count,weekend,season_name,hr_label,total,time_cluster
11007,2012-04-08,2,1,4,18,0,0,0,1,0.62,0.6061,0.25,0.3284,151,159,310,1,Summer,18:00,310,Evening Peak
11008,2012-04-08,2,1,4,19,0,0,0,1,0.6,0.6061,0.23,0.3881,89,187,276,1,Summer,19:00,276,Evening Peak
11009,2012-04-08,2,1,4,20,0,0,0,1,0.56,0.5303,0.28,0.4179,65,146,211,1,Summer,20:00,211,Night
11010,2012-04-08,2,1,4,21,0,0,0,1,0.52,0.5,0.34,0.2239,53,77,130,1,Summer,21:00,130,Night
11011,2012-04-08,2,1,4,22,0,0,0,1,0.5,0.4848,0.36,0.2239,33,85,118,1,Summer,22:00,118,Night
11012,2012-04-08,2,1,4,23,0,0,0,1,0.5,0.4848,0.39,0.2537,10,41,51,1,Summer,23:00,51,Night
11013,2012-04-09,2,1,4,0,0,1,1,1,0.48,0.4697,0.39,0.2836,8,29,37,0,Summer,00:00,37,Night
11014,2012-04-09,2,1,4,1,0,1,1,1,0.46,0.4545,0.41,0.1343,4,12,16,0,Summer,01:00,16,Night
11015,2012-04-09,2,1,4,2,0,1,1,1,0.46,0.4545,0.31,0.194,2,4,6,0,Summer,02:00,6,Night
11016,2012-04-09,2,1,4,3,0,1,1,1,0.44,0.4394,0.3,0.1642,0,3,3,0,Summer,03:00,3,Night
11017,2012-04-09,2,1,4,4,0,1,1,1,0.44,0.4394,0.24,0.194,2,3,5,0,Summer,04:00,5,Night
11018,2012-04-09,2,1,4,5,0,1,1,1,0.44,0.4394,0.24,0.194,2,30,32,0,Summer,05:00,32,Night
11019,2012-04-09,2,1,4,6,0,1,1,1,0.42,0.4242,0.26,0.2239,3,108,111,0,Summer,06:00,111,Morning Peak
11020,2012-04-09,2,1,4,7,0,1,1,1,0.42,0.4242,0.28,0.194,11,320,331,0,Summer,07:00,331,Morning Peak
11021,2012-04-09,2,1,4,8,0,1,1,1,0.44,0.4394,0.3,0.194,22,595,617,0,Summer,08:00,617,Morning Peak
11022,2012-04-09,2,1,4,9,0,1,1,1,0.46,0.4545,0.31,0.3582,50,236,286,0,Summer,09:00,286,Morning Peak
11023,2012-04-09,2,1,4,10,0,1,1,1,0.5,0.4848,0.27,0.4925,65,113,178,0,Summer,10:00,178,Daytime
11024,2012-04-09,2,1,4,11,0,1,1,1,0.52,0.5,0.27,0.4179,96,127,223,0,Summer,11:00,223,Daytime
11025,2012-04-09,2,1,4,12,0,1,1,1,0.54,0.5152,0.28,0.7164,94,186,280,0,Summer,12:00,280,Daytime
11026,2012-04-09,2,1,4,13,0,1,1,1,0.54,0.5152,0.28,0.5821,108,173,281,0,Summer,13:00,281,Daytime
11027,2012-04-09,2,1,4,14,0,1,1,1,0.56,0.5303,0.28,0.5522,66,152,218,0,Summer,14:00,218,Daytime
11028,2012-04-09,2,1,4,15,0,1,1,1,0.58,0.5455,0.28,0.5522,82,173,255,0,Summer,15:00,255,Daytime
11029,2012-04-09,2,1,4,16,0,1,1,1,0.56,0.5303,0.3,0.4179,81,310,391,0,Summer,16:00,391,Evening Peak
11030,2012-04-09,2,1,4,17,0,1,1,1,0.54,0.5152,0.32,0.4179,67,565,632,0,Summer,17:00,632,Evening Peak
11031,2012-04-09,2,1,4,18,0,1,1,1,0.54,0.5152,0.34,0.2985,60,586,646,0,Summer,18:00,646,Evening Peak
11032,2012-04-09,2,1,4,19,0,1,1,1,0.52,0.5,0.34,0.3582,35,386,421,0,Summer,19:00,421,Evening Peak
11033,2012-04-09,2,1,4,20,0,1,1,1,0.5,0.4848,0.36,0.4478,21,255,276,0,Summer,20:00,276,Night
11034,2012-04-09,2,1,4,21,0,1,1,3,0.48,0.4697,0.41,0.4179,14,151,165,0,Summer,21:00,165,Night
11035,2012-04-09,2,1,4,22,0,1,1,2,0.46,0.4545,0.41,0.4925,6,102,108,0,Summer,22:00,108,Night
11036,2012-04-09,2,1,4,23,0,1,1,1,0.44,0.4394,0.44,0.2985,6,61,67,0,Summer,23:00,67,Night
11037,2012-04-10,2,1,4,0,0,2,1,2,0.44,0.4394,0.47,0.2836,3,23,26,0,Summer,00:00,26,Night
11038,2012-04-10,2,1,4,1,0,2,1,1,0.42,0.4242,0.5,0.2239,0,9,9,0,Summer,01:00,9,Night
11039,2012-04-10,2,1,4,2,0,2,1,1,0.36,0.3485,0.71,0.1343,0,2,2,0,Summer,02:00,2,Night
11040,2012-04-10,2,1,4,3,0,2,1,1,0.36,0.3485,0.71,0.1343,0,2,2,0,Summer,03:00,2,Night
11041,2012-04-10,2,1,4,4,0,2,1,1,0.34,0.3333,0.71,0.1343,0,2,2,0,Summer,04:00,2,Night
11042,2012-04-10,2,1,4,5,0,2,1,1,0.34,0.3333,0.71,0.1343,0,24,24,0,Summer,05:00,24,Night
11043,2012-04-10,2,1,4,6,0,2,1,1,0.34,0.3485,0.71,0.1045,3,100,103,0,Summer,06:00,103,Morning Peak
11044,2012-04-10,2,1,4,7,0,2,1,1,0.34,0.3485,0.71,0.1045,16,368,384,0,Summer,07:00,384,Morning Peak
11045,2012-04-10,2,1,4,8,0,2,1,1,0.38,0.3939,0.62,0.1343,22,670,692,0,Summer,08:00,692,Morning Peak
11046,2012-04-10,2,1,4,9,0,2,1,1,0.42,0.4242,0.67,0.194,16,303,319,0,Summer,09:00,319,Morning Peak
11047,2012-04-10,2,1,4,10,0,2,1,1,0.46,0.4545,0.47,0.1642,49,132,181,0,Summer,10:00,181,Daytime
11048,2012-04-10,2,1,4,11,0,2,1,1,0.5,0.4848,0.36,0.0,78,161,239,0,Summer,11:00,239,Daytime
11049,2012-04-10,2,1,4,12,0,2,1,1,0.54,0.5152,0.22,0.2836,75,184,259,0,Summer,12:00,259,Daytime
11050,2012-04-10,2,1,4,13,0,2,1,1,0.52,0.5,0.23,0.1642,81,202,283,0,Summer,13:00,283,Daytime
11051,2012-04-10,2,1,4,14,0,2,1,1,0.54,0.5152,0.24,0.194,75,149,224,0,Summer,14:00,224,Daytime
11052,2012-04-10,2,1,4,15,0,2,1,1,0.56,0.5303,0.21,0.2985,46,157,203,0,Summer,15:00,203,Daytime
11053,2012-04-10,2,1,4,16,0,2,1,1,0.58,0.5455,0.21,0.2537,66,296,362,0,Summer,16:00,362,Evening Peak
11054,2012-04-10,2,1,4,17,0,2,1,1,0.56,0.5303,0.21,0.5224,88,656,744,0,Summer,17:00,744,Evening Peak
11055,2012-04-10,2,1,4,18,0,2,1,1,0.54,0.5152,0.22,0.4179,78,626,704,0,Summer,18:00,704,Evening Peak
11056,2012-04-10,2,1,4,19,0,2,1,1,0.52,0.5,0.2,0.3582,51,428,479,0,Summer,19:00,479,Evening Peak
11057,2012-04-10,2,1,4,20,0,2,1,1,0.46,0.4545,0.28,0.3881,34,248,282,0,Summer,20:00,282,Night
11058,2012-04-10,2,1,4,21,0,2,1,1,0.44,0.4394,0.3,0.4478,15,191,206,0,Summer,21:00,206,Night
11059,2012-04-10,2,1,4,22,0,2,1,1,0.4,0.4091,0.37,0.4925,9,118,127,0,Summer,22:00,127,Night
11060,2012-04-10,2,1,4,23,0,2,1,1,0.36,0.3333,0.4,0.4179,14,48,62,0,Summer,23:00,62,Night
11061,2012-04-11,2,1,4,0,0,3,1,1,0.34,0.303,0.36,0.4179,8,22,30,0,Summer,00:00,30,Night
11062,2012-04-11,2,1,4,1,0,3,1,1,0.34,0.3182,0.39,0.2836,3,9,12,0,Summer,01:00,12,Night
11063,2012-04-11,2,1,4,2,0,3,1,1,0.32,0.303,0.45,0.2836,0,2,2,0,Summer,02:00,2,Night
11064,2012-04-11,2,1,4,3,0,3,1,1,0.3,0.2879,0.49,0.2239,0,2,2,0,Summer,03:00,2,Night
11065,2012-04-11,2,1,4,5,0,3,1,1,0.28,0.2727,0.56,0.194,1,26,27,0,Summer,05:00,27,Night
11066,2012-04-11,2,1,4,6,0,3,1,1,0.28,0.2879,0.56,0.1045,3,103,106,0,Summer,06:00,106,Morning Peak
11067,2012-04-11,2,1,4,7,0,3,1,1,0.28,0.2879,0.52,0.1343,18,303,321,0,Summer,07:00,321,Morning Peak
11068,2012-04-11,2,1,4,8,0,3,1,1,0.3,0.2879,0.49,0.2239,14,581,595,0,Summer,08:00,595,Morning Peak
11069,2012-04-11,2,1,4,9,0,3,1,2,0.32,0.303,0.49,0.2985,20,282,302,0,Summer,09:00,302,Morning Peak
11070,2012-04-11,2,1,4,10,0,3,1,2,0.34,0.303,0.49,0.3284,26,127,153,0,Summer,10:00,153,Daytime
11071,2012-04-11,2,1,4,11,0,3,1,2,0.38,0.3939,0.43,0.3284,38,142,180,0,Summer,11:00,180,Daytime
11072,2012-04-11,2,1,4,12,0,3,1,2,0.36,0.3333,0.46,0.3881,35,147,182,0,Summer,12:00,182,Daytime
11073,2012-04-11,2,1,4,13,0,3,1,2,0.4,0.4091,0.4,0.3582,16,147,163,0,Summer,13:00,163,Daytime
11074,2012-04-11,2,1,4,14,0,3,1,1,0.36,0.3485,0.57,0.194,34,101,135,0,Summer,14:00,135,Daytime
11075,2012-04-11,2,1,4,15,0,3,1,3,0.38,0.3939,0.46,0.2239,50,152,202,0,Summer,15:00,202,Daytime
11076,2012-04-11,2,1,4,16,0,3,1,1,0.44,0.4394,0.33,0.2985,51,256,307,0,Summer,16:00,307,Evening Peak
11077,2012-04-11,2,1,4,17,0,3,1,1,0.42,0.4242,0.35,0.3881,52,527,579,0,Summer,17:00,579,Evening Peak
11078,2012-04-11,2,1,4,18,0,3,1,3,0.4,0.4091,0.43,0.4179,39,546,585,0,Summer,18:00,585,Evening Peak
11079,2012-04-11,2,1,4,19,0,3,1,1,0.4,0.4091,0.4,0.3582,28,356,384,0,Summer,19:00,384,Evening Peak
11080,2012-04-11,2,1,4,20,0,3,1,1,0.36,0.3333,0.46,0.3284,22,213,235,0,Summer,20:00,235,Night
11081,2012-04-11,2,1,4,21,0,3,1,1,0.34,0.303,0.57,0.3881,11,154,165,0,Summer,21:00,165,Night
11082,2012-04-11,2,1,4,22,0,3,1,1,0.34,0.303,0.57,0.3284,4,130,134,0,Summer,22:00,134,Night
11083,2012-04-11,2,1,4,23,0,3,1,1,0.34,0.303,0.57,0.2985,9,52,61,0,Summer,23:00,61,Night
11084,2012-04-12,2,1,4,0,0,4,1,1,0.32,0.303,0.66,0.2836,1,22,23,0,Summer,00:00,23,Night
11085,2012-04-12,2,1,4,1,0,4,1,1,0.32,0.303,0.66,0.2239,2,7,9,0,Summer,01:00,9,Night
11086,2012-04-12,2,1,4,2,0,4,1,1,0.32,0.303,0.61,0.2836,0,4,4,0,Summer,02:00,4,Night
11087,2012-04-12,2,1,4,3,0,4,1,1,0.32,0.303,0.61,0.2537,2,3,5,0,Summer,03:00,5,Night
11088,2012-04-12,2,1,4,4,0,4,1,1,0.3,0.2879,0.61,0.2239,0,1,1,0,Summer,04:00,1,Night
11089,2012-04-12,2,1,4,5,0,4,1,1,0.3,0.2879,0.61,0.2239,0,21,21,0,Summer,05:00,21,Night
11090,2012-04-12,2,1,4,6,0,4,1,1,0.3,0.2879,0.65,0.2537,2,94,96,0,Summer,06:00,96,Morning Peak
11091,2012-04-12,2,1,4,7,0,4,1,1,0.3,0.2727,0.65,0.3284,12,294,306,0,Summer,07:00,306,Morning Peak
11092,2012-04-12,2,1,4,8,0,4,1,1,0.32,0.303,0.66,0.3284,20,604,624,0,Summer,08:00,624,Morning Peak
11093,2012-04-12,2,1,4,9,0,4,1,1,0.36,0.3333,0.57,0.3582,16,271,287,0,Summer,09:00,287,Morning Peak
11094,2012-04-12,2,1,4,10,0,4,1,1,0.4,0.4091,0.5,0.2985,38,103,141,0,Summer,10:00,141,Daytime
11095,2012-04-12,2,1,4,11,0,4,1,1,0.42,0.4242,0.47,0.2985,50,174,224,0,Summer,11:00,224,Daytime
11096,2012-04-12,2,1,4,12,0,4,1,1,0.46,0.4545,0.41,0.4478,60,199,259,0,Summer,12:00,259,Daytime
11097,2012-04-12,2,1,4,13,0,4,1,1,0.48,0.4697,0.36,0.4478,55,148,203,0,Summer,13:00,203,Daytime
11098,2012-04-12,2,1,4,14,0,4,1,1,0.5,0.4848,0.31,0.3284,74,150,224,0,Summer,14:00,224,Daytime
11099,2012-04-12,2,1,4,15,0,4,1,1,0.48,0.4697,0.31,0.2537,42,169,211,0,Summer,15:00,211,Daytime
11100,2012-04-12,2,1,4,16,0,4,1,1,0.48,0.4697,0.31,0.2836,54,299,353,0,Summer,16:00,353,Evening Peak
11101,2012-04-12,2,1,4,17,0,4,1,1,0.5,0.4848,0.27,0.3881,60,596,656,0,Summer,17:00,656,Evening Peak
11102,2012-04-12,2,1,4,18,0,4,1,1,0.5,0.4848,0.27,0.3881,63,547,610,0,Summer,18:00,610,Evening Peak
11103,2012-04-12,2,1,4,19,0,4,1,1,0.46,0.4545,0.31,0.2985,50,383,433,0,Summer,19:00,433,Evening Peak
11104,2012-04-12,2,1,4,20,0,4,1,1,0.44,0.4394,0.33,0.2537,26,254,280,0,Summer,20:00,280,Night
11105,2012-04-12,2,1,4,21,0,4,1,1,0.42,0.4242,0.35,0.1343,13,174,187,0,Summer,21:00,187,Night
11106,2012-04-12,2,1,4,22,0,4,1,1,0.42,0.4242,0.35,0.194,15,143,158,0,Summer,22:00,158,Night
11107,2012-04-12,2,1,4,23,0,4,1,1,0.42,0.4242,0.35,0.194,8,86,94,0,Summer,23:00,94,Night
11108,2012-04-13,2,1,4,0,0,5,1,1,0.4,0.4091,0.37,0.2537,14,41,55,0,Summer,00:00,55,Night
11109,2012-04-13,2,1,4,1,0,5,1,1,0.36,0.3485,0.46,0.194,2,28,30,0,Summer,01:00,30,Night
11110,2012-04-13,2,1,4,2,0,5,1,1,0.34,0.3333,0.49,0.194,6,5,11,0,Summer,02:00,11,Night
11111,2012-04-13,2,1,4,3,0,5,1,1,0.34,0.3333,0.61,0.1642,3,8,11,0,Summer,03:00,11,Night
11112,2012-04-13,2,1,4,4,0,5,1,2,0.34,0.3333,0.53,0.1343,1,4,5,0,Summer,04:00,5,Night
11113,2012-04-13,2,1,4,5,0,5,1,2,0.34,0.3333,0.53,0.1642,2,19,21,0,Summer,05:00,21,Night
11114,2012-04-13,2,1,4,6,0,5,1,1,0.32,0.3182,0.57,0.1642,0,84,84,0,Summer,06:00,84,Morning Peak
11115,2012-04-13,2,1,4,7,0,5,1,1,0.34,0.3182,0.61,0.2239,13,283,296,0,Summer,07:00,296,Morning Peak
11116,2012-04-13,2,1,4,8,0,5,1,1,0.38,0.3939,0.46,0.1642,24,539,563,0,Summer,08:00,563,Morning Peak
11117,2012-04-13,2,1,4,9,0,5,1,1,0.42,0.4242,0.41,0.1642,36,294,330,0,Summer,09:00,330,Morning Peak
11118,2012-04-13,2,1,4,10,0,5,1,1,0.44,0.4394,0.38,0.194,59,133,192,0,Summer,10:00,192,Daytime
11119,2012-04-13,2,1,4,11,0,5,1,1,0.46,0.4545,0.36,0.1343,75,158,233,0,Summer,11:00,233,Daytime
11120,2012-04-13,2,1,4,12,0,5,1,1,0.5,0.4848,0.31,0.0,104,218,322,0,Summer,12:00,322,Daytime
11121,2012-04-13,2,1,4,13,0,5,1,1,0.52,0.5,0.27,0.2836,112,246,358,0,Summer,13:00,358,Daytime
11122,2012-04-13,2,1,4,14,0,5,1,1,0.52,0.5,0.27,0.0,125,223,348,0,Summer,14:00,348,Daytime
11123,2012-04-13,2,1,4,15,0,5,1,1,0.54,0.5152,0.28,0.2537,115,237,352,0,Summer,15:00,352,Daytime
11124,2012-04-13,2,1,4,16,0,5,1,1,0.56,0.5303,0.26,0.2537,113,350,463,0,Summer,16:00,463,Evening Peak
11125,2012-04-13,2,1,4,17,0,5,1,1,0.56,0.5303,0.24,0.1642,117,621,738,0,Summer,17:00,738,Evening Peak
11126,2012-04-13,2,1,4,18,0,5,1,1,0.54,0.5152,0.26,0.1343,107,564,671,0,Summer,18:00,671,Evening Peak
11127,2012-04-13,2,1,4,19,0,5,1,1,0.54,0.5152,0.24,0.1642,75,352,427,0,Summer,19:00,427,Evening Peak
11128,2012-04-13,2,1,4,20,0,5,1,1,0.5,0.4848,0.29,0.1343,44,242,286,0,Summer,20:00,286,Night
11129,2012-04-13,2,1,4,21,0,5,1,1,0.5,0.4848,0.36,0.0,36,153,189,0,Summer,21:00,189,Night
11130,2012-04-13,2,1,4,22,0,5,1,1,0.44,0.4394,0.62,0.1045,34,181,215,0,Summer,22:00,215,Night
11131,2012-04-13,2,1,4,23,0,5,1,1,0.42,0.4242,0.62,0.0896,35,163,198,0,Summer,23:00,198,Night
11132,2012-04-14,2,1,4,0,0,6,0,1,0.4,0.4091,0.58,0.1343,11,85,96,1,Summer,00:00,96,Night
11133,2012-04-14,2,1,4,1,0,6,0,1,0.4,0.4091,0.58,0.1343,10,60,70,1,Summer,01:00,70,Night
11134,2012-04-14,2,1,4,2,0,6,0,1,0.38,0.3939,0.66,0.1343,3,53,56,1,Summer,02:00,56,Night
11135,2012-04-14,2,1,4,3,0,6,0,1,0.36,0.3636,0.66,0.0896,6,26,32,1,Summer,03:00,32,Night
11136,2012-04-14,2,1,4,4,0,6,0,1,0.36,0.3636,0.71,0.1045,5,9,14,1,Summer,04:00,14,Night
11137,2012-04-14,2,1,4,5,0,6,0,1,0.36,0.3636,0.66,0.1045,2,5,7,1,Summer,05:00,7,Night
11138,2012-04-14,2,1,4,6,0,6,0,1,0.34,0.3333,0.76,0.1642,2,19,21,1,Summer,06:00,21,Morning Peak
11139,2012-04-14,2,1,4,7,0,6,0,1,0.36,0.3636,0.71,0.1045,8,56,64,1,Summer,07:00,64,Morning Peak
11140,2012-04-14,2,1,4,8,0,6,0,1,0.36,0.3485,0.71,0.1343,24,136,160,1,Summer,08:00,160,Morning Peak
11141,2012-04-14,2,1,4,9,0,6,0,1,0.42,0.4242,0.54,0.1343,59,206,265,1,Summer,09:00,265,Morning Peak
11142,2012-04-14,2,1,4,10,0,6,0,1,0.46,0.4545,0.51,0.1642,139,267,406,1,Summer,10:00,406,Daytime
11143,2012-04-14,2,1,4,11,0,6,0,1,0.52,0.5,0.45,0.194,207,357,564,1,Summer,11:00,564,Daytime
11144,2012-04-14,2,1,4,12,0,6,0,1,0.58,0.5455,0.35,0.2537,274,404,678,1,Summer,12:00,678,Daytime
11145,2012-04-14,2,1,4,13,0,6,0,1,0.62,0.6212,0.33,0.2985,308,370,678,1,Summer,13:00,678,Daytime
11146,2012-04-14,2,1,4,14,0,6,0,2,0.64,0.6212,0.27,0.4478,288,372,660,1,Summer,14:00,660,Daytime
11147,2012-04-14,2,1,4,15,0,6,0,2,0.64,0.6212,0.27,0.3582,311,347,658,1,Summer,15:00,658,Daytime
11148,2012-04-14,2,1,4,16,0,6,0,2,0.64,0.6212,0.27,0.3582,253,329,582,1,Summer,16:00,582,Evening Peak
11149,2012-04-14,2,1,4,17,0,6,0,2,0.62,0.6212,0.33,0.2537,251,309,560,1,Summer,17:00,560,Evening Peak
11150,2012-04-14,2,1,4,18,0,6,0,2,0.62,0.6212,0.35,0.2239,197,284,481,1,Summer,18:00,481,Evening Peak
11151,2012-04-14,2,1,4,19,0,6,0,2,0.6,0.6212,0.4,0.1642,163,296,459,1,Summer,19:00,459,Evening Peak
11152,2012-04-14,2,1,4,20,0,6,0,2,0.56,0.5303,0.46,0.1343,112,209,321,1,Summer,20:00,321,Night
11153,2012-04-14,2,1,4,21,0,6,0,2,0.56,0.5303,0.43,0.1343,53,167,220,1,Summer,21:00,220,Night
11154,2012-04-14,2,1,4,22,0,6,0,2,0.54,0.5152,0.52,0.1642,64,148,212,1,Summer,22:00,212,Night
11155,2012-04-14,2,1,4,23,0,6,0,2,0.54,0.5152,0.56,0.194,45,151,196,1,Summer,23:00,196,Night
11156,2012-04-15,2,1,4,0,0,0,0,2,0.54,0.5152,0.56,0.194,30,94,124,1,Summer,00:00,124,Night
11157,2012-04-15,2,1,4,1,0,0,0,2,0.54,0.5152,0.56,0.1642,17,89,106,1,Summer,01:00,106,Night
11158,2012-04-15,2,1,4,2,0,0,0,2,0.54,0.5152,0.56,0.1045,20,54,74,1,Summer,02:00,74,Night
11159,2012-04-15,2,1,4,3,0,0,0,2,0.52,0.5,0.59,0.1343,18,27,45,1,Summer,03:00,45,Night
11160,2012-04-15,2,1,4,4,0,0,0,2,0.54,0.5152,0.52,0.0,2,10,12,1,Summer,04:00,12,Night
11161,2012-04-15,2,1,4,5,0,0,0,1,0.5,0.4848,0.68,0.1642,4,6,10,1,Summer,05:00,10,Night
11162,2012-04-15,2,1,4,6,0,0,0,1,0.5,0.4848,0.63,0.1343,5,11,16,1,Summer,06:00,16,Morning Peak
11163,2012-04-15,2,1,4,7,0,0,0,1,0.5,0.4848,0.63,0.1045,16,30,46,1,Summer,07:00,46,Morning Peak
11164,2012-04-15,2,1,4,8,0,0,0,1,0.52,0.5,0.59,0.0,33,64,97,1,Summer,08:00,97,Morning Peak
11165,2012-04-15,2,1,4,9,0,0,0,1,0.54,0.5152,0.56,0.2239,97,154,251,1,Summer,09:00,251,Morning Peak
11166,2012-04-15,2,1,4,10,0,0,0,1,0.58,0.5455,0.53,0.2239,186,235,421,1,Summer,10:00,421,Daytime
11167,2012-04-15,2,1,4,11,0,0,0,1,0.62,0.6212,0.46,0.2985,227,301,528,1,Summer,11:00,528,Daytime
11168,2012-04-15,2,1,4,12,0,0,0,1,0.64,0.6212,0.44,0.2836,275,360,635,1,Summer,12:00,635,Daytime
11169,2012-04-15,2,1,4,13,0,0,0,1,0.66,0.6212,0.44,0.2836,298,383,681,1,Summer,13:00,681,Daytime
11170,2012-04-15,2,1,4,14,0,0,0,1,0.7,0.6364,0.39,0.2836,282,346,628,1,Summer,14:00,628,Daytime
11171,2012-04-15,2,1,4,15,0,0,0,1,0.7,0.6364,0.39,0.3881,266,351,617,1,Summer,15:00,617,Daytime
11172,2012-04-15,2,1,4,16,0,0,0,1,0.72,0.6515,0.39,0.3582,286,330,616,1,Summer,16:00,616,Evening Peak
11173,2012-04-15,2,1,4,17,0,0,0,1,0.7,0.6364,0.42,0.3284,262,361,623,1,Summer,17:00,623,Evening Peak
11174,2012-04-15,2,1,4,18,0,0,0,1,0.7,0.6364,0.42,0.2537,184,295,479,1,Summer,18:00,479,Evening Peak
11175,2012-04-15,2,1,4,19,0,0,0,1,0.7,0.6364,0.42,0.2537,114,265,379,1,Summer,19:00,379,Evening Peak
11176,2012-04-15,2,1,4,20,0,0,0,1,0.64,0.6212,0.5,0.2239,86,205,291,1,Summer,20:00,291,Night
11177,2012-04-15,2,1,4,21,0,0,0,1,0.62,0.6212,0.57,0.2537,76,153,229,1,Summer,21:00,229,Night
11178,2012-04-15,2,1,4,22,0,0,0,1,0.68,0.6364,0.44,0.3582,37,97,134,1,Summer,22:00,134,Night
11179,2012-04-15,2,1,4,23,0,0,0,1,0.66,0.6212,0.5,0.3881,25,65,90,1,Summer,23:00,90,Night
11180,2012-04-16,2,1,4,0,1,1,0,1,0.64,0.6212,0.53,0.3284,15,26,41,0,Summer,00:00,41,Night
11181,2012-04-16,2,1,4,1,1,1,0,1,0.62,0.6061,0.61,0.3582,7,21,28,0,Summer,01:00,28,Night
11182,2012-04-16,2,1,4,2,1,1,0,1,0.6,0.6061,0.64,0.2537,5,9,14,0,Summer,02:00,14,Night
11183,2012-04-16,2,1,4,3,1,1,0,1,0.58,0.5455,0.68,0.194,3,5,8,0,Summer,03:00,8,Night
11184,2012-04-16,2,1,4,4,1,1,0,1,0.54,0.5152,0.77,0.2239,0,6,6,0,Summer,04:00,6,Night
11185,2012-04-16,2,1,4,5,1,1,0,1,0.54,0.5152,0.77,0.2239,4,34,38,0,Summer,05:00,38,Night
11186,2012-04-16,2,1,4,6,1,1,0,1,0.52,0.5,0.83,0.1642,10,123,133,0,Summer,06:00,133,Morning Peak
11187,2012-04-16,2,1,4,7,1,1,0,1,0.52,0.5,0.83,0.1343,20,367,387,0,Summer,07:00,387,Morning Peak
11188,2012-04-16,2,1,4,8,1,1,0,2,0.56,0.5303,0.83,0.1642,48,549,597,0,Summer,08:00,597,Morning Peak
11189,2012-04-16,2,1,4,9,1,1,0,1,0.62,0.6061,0.69,0.2239,59,238,297,0,Summer,09:00,297,Morning Peak
11190,2012-04-16,2,1,4,10,1,1,0,1,0.62,0.6061,0.69,0.2537,75,149,224,0,Summer,10:00,224,Daytime
11191,2012-04-16,2,1,4,11,1,1,0,1,0.64,0.6061,0.65,0.2537,115,136,251,0,Summer,11:00,251,Daytime
11192,2012-04-16,2,1,4,12,1,1,0,1,0.68,0.6364,0.57,0.2537,75,196,271,0,Summer,12:00,271,Daytime
11193,2012-04-16,2,1,4,13,1,1,0,1,0.74,0.6667,0.45,0.2985,79,184,263,0,Summer,13:00,263,Daytime
11194,2012-04-16,2,1,4,14,1,1,0,1,0.76,0.6818,0.45,0.3284,105,183,288,0,Summer,14:00,288,Daytime
11195,2012-04-16,2,1,4,15,1,1,0,1,0.8,0.697,0.33,0.4478,81,194,275,0,Summer,15:00,275,Daytime
11196,2012-04-16,2,1,4,16,1,1,0,1,0.8,0.697,0.33,0.4627,92,266,358,0,Summer,16:00,358,Evening Peak
11197,2012-04-16,2,1,4,17,1,1,0,1,0.8,0.697,0.33,0.3881,111,601,712,0,Summer,17:00,712,Evening Peak
11198,2012-04-16,2,1,4,18,1,1,0,1,0.8,0.697,0.31,0.3881,87,589,676,0,Summer,18:00,676,Evening Peak
11199,2012-04-16,2,1,4,19,1,1,0,1,0.76,0.6667,0.35,0.3881,61,461,522,0,Summer,19:00,522,Evening Peak
11200,2012-04-16,2,1,4,20,1,1,0,1,0.74,0.6515,0.37,0.2985,48,327,375,0,Summer,20:00,375,Night
11201,2012-04-16,2,1,4,21,1,1,0,1,0.68,0.6364,0.51,0.2537,39,232,271,0,Summer,21:00,271,Night
11202,2012-04-16,2,1,4,22,1,1,0,1,0.68,0.6364,0.51,0.2537,35,179,214,0,Summer,22:00,214,Night
11203,2012-04-16,2,1,4,23,1,1,0,1,0.7,0.6364,0.45,0.2985,24,97,121,0,Summer,23:00,121,Night
11204,2012-04-17,2,1,4,0,0,2,1,1,0.66,0.6212,0.54,0.194,10,33,43,0,Summer,00:00,43,Night
11205,2012-04-17,2,1,4,1,0,2,1,1,0.64,0.6212,0.57,0.1642,6,5,11,0,Summer,01:00,11,Night
11206,2012-04-17,2,1,4,2,0,2,1,1,0.56,0.5303,0.83,0.1045,1,3,4,0,Summer,02:00,4,Night
11207,2012-04-17,2,1,4,3,0,2,1,1,0.56,0.5303,0.83,0.0896,0,6,6,0,Summer,03:00,6,Night
11208,2012-04-17,2,1,4,4,0,2,1,1,0.66,0.6212,0.44,0.2239,3,6,9,0,Summer,04:00,9,Night
11209,2012-04-17,2,1,4,5,0,2,1,1,0.6,0.6212,0.53,0.2537,1,29,30,0,Summer,05:00,30,Night
11210,2012-04-17,2,1,4,6,0,2,1,1,0.6,0.6212,0.46,0.2537,8,136,144,0,Summer,06:00,144,Morning Peak
11211,2012-04-17,2,1,4,7,0,2,1,1,0.6,0.6212,0.43,0.2537,18,443,461,0,Summer,07:00,461,Morning Peak
11212,2012-04-17,2,1,4,8,0,2,1,1,0.6,0.6212,0.43,0.2239,42,631,673,0,Summer,08:00,673,Morning Peak
11213,2012-04-17,2,1,4,9,0,2,1,1,0.6,0.6212,0.38,0.4925,71,329,400,0,Summer,09:00,400,Morning Peak
11214,2012-04-17,2,1,4,10,0,2,1,1,0.6,0.6212,0.38,0.4179,52,165,217,0,Summer,10:00,217,Daytime
11215,2012-04-17,2,1,4,11,0,2,1,1,0.6,0.6212,0.33,0.4179,65,174,239,0,Summer,11:00,239,Daytime
